2026-01-04T15:17:28.786Z,1/4/2026,3:17:28 PM,paper_1767539848786_obrbx9dpq,BUY,"Ethereum Up or Down - January 4, 10:15AM-10:30AM ET",Down,0x969f515441749419f5d81ed4c9b2156f956c2808492c665eb91f5f8c7b5f859a,34063249789873893185896660035227592329673609057542335421945677953173953318189,12.5700,0.6340,7.97,0.0080,6291.81,inventory-rebalancing,filled
2026-01-04T15:17:34.896Z,1/4/2026,3:17:34 PM,paper_1767539854896_6tpxvvsze,BUY,"Ethereum Up or Down - January 4, 10AM ET",Up,0xbe78807becfc96c01f801f701c2c8791d114db61146ae058b57f6c57bdc9ef0d,15959891887341172544668286220954998246672729785316275587074137249395056297832,12.8500,0.5397,6.93,0.0069,6284.87,inventory-rebalancing,filled
2026-01-04T15:17:39.992Z,1/4/2026,3:17:39 PM,paper_1767539859992_n1yqc8wod,BUY,"Bitcoin Up or Down - January 4, 10:15AM-10:30AM ET",Down,0x97292a6545e2314a89415bee70e4c34f3b9f49e977c3020c93e491ffec7379bb,52058025641805586973560958335135463334943236404860025585692152270692113704111,12.6500,0.6061,7.67,0.0077,6277.19,inventory-rebalancing,filled
2026-01-04T15:17:40.066Z,1/4/2026,3:17:40 PM,paper_1767539860066_28a40nngu,BUY,"Bitcoin Up or Down - January 4, 10AM ET",Down,0x8ea5e227ad1956dd63bbacfb8d44ee1f12802a479ed1d8ef9d3cd426911e9cb0,22831624436151072482123131472605168796501169678019310186620729537843710117022,12.6600,0.5995,7.59,0.0076,6269.60,inventory-rebalancing,filled
2026-01-04T15:17:40.125Z,1/4/2026,3:17:40 PM,paper_1767539860125_bocig5i27,BUY,"Ethereum Up or Down - January 4, 10AM ET",Up,0xbe78807becfc96c01f801f701c2c8791d114db61146ae058b57f6c57bdc9ef0d,15959891887341172544668286220954998246672729785316275587074137249395056297832,12.8600,0.5347,6.88,0.0069,6262.71,inventory-rebalancing,filled
2026-01-04T15:17:57.214Z,1/4/2026,3:17:57 PM,paper_1767539877214_u9lwh5pnl,BUY,"Ethereum Up or Down - January 4, 10:15AM-10:30AM ET",Down,0x969f515441749419f5d81ed4c9b2156f956c2808492c665eb91f5f8c7b5f859a,34063249789873893185896660035227592329673609057542335421945677953173953318189,12.6500,0.6046,7.65,0.0076,6255.06,inventory-rebalancing,filled
2026-01-04T15:17:58.290Z,1/4/2026,3:17:58 PM,paper_1767539878290_mf5guuylx,BUY,"Bitcoin Up or Down - January 4, 10AM ET",Down,0x8ea5e227ad1956dd63bbacfb8d44ee1f12802a479ed1d8ef9d3cd426911e9cb0,22831624436151072482123131472605168796501169678019310186620729537843710117022,12.6800,0.5960,7.56,0.0076,6247.49,inventory-rebalancing,filled
2026-01-04T15:18:08.369Z,1/4/2026,3:18:08 PM,paper_1767539888369_x341lsrhk,BUY,"Ethereum Up or Down - January 4, 10AM ET",Up,0xbe78807becfc96c01f801f701c2c8791d114db61146ae058b57f6c57bdc9ef0d,15959891887341172544668286220954998246672729785316275587074137249395056297832,12.8300,0.5440,6.98,0.0070,6240.51,inventory-rebalancing,filled
2026-01-04T15:18:09.430Z,1/4/2026,3:18:09 PM,paper_1767539889430_ttf9hr63c,BUY,"Bitcoin Up or Down - January 4, 10:15AM-10:30AM ET",Down,0x97292a6545e2314a89415bee70e4c34f3b9f49e977c3020c93e491ffec7379bb,52058025641805586973560958335135463334943236404860025585692152270692113704111,12.6200,0.6159,7.77,0.0078,6232.73,inventory-rebalancing,filled
2026-01-04T15:18:28.510Z,1/4/2026,3:18:28 PM,paper_1767539908510_yj16dinvc,BUY,"Bitcoin Up or Down - January 4, 10:15AM-10:30AM ET",Down,0x97292a6545e2314a89415bee70e4c34f3b9f49e977c3020c93e491ffec7379bb,52058025641805586973560958335135463334943236404860025585692152270692113704111,12.2900,0.7761,9.54,0.0095,6223.18,inventory-rebalancing,filled
2026-01-04T15:18:31.681Z,1/4/2026,3:18:31 PM,paper_1767539911681_4ws5te5j6,BUY,"Bitcoin Up or Down - January 4, 10AM ET",Down,0x8ea5e227ad1956dd63bbacfb8d44ee1f12802a479ed1d8ef9d3cd426911e9cb0,22831624436151072482123131472605168796501169678019310186620729537843710117022,12.5100,0.6593,8.25,0.0082,6214.92,inventory-rebalancing,filled
2026-01-04T15:18:32.716Z,1/4/2026,3:18:32 PM,paper_1767539912715_toikfr3nl,BUY,"Ethereum Up or Down - January 4, 10AM ET",Down,0xbe78807becfc96c01f801f701c2c8791d114db61146ae058b57f6c57bdc9ef0d,77927083237166936309151264626214868439325583928105283225072748041499741481776,12.9600,0.5091,6.60,0.0066,6208.32,inventory-rebalancing,filled
2026-01-04T15:18:33.748Z,1/4/2026,3:18:33 PM,paper_1767539913748_5mpmhyb87,BUY,"Ethereum Up or Down - January 4, 10:15AM-10:30AM ET",Down,0x969f515441749419f5d81ed4c9b2156f956c2808492c665eb91f5f8c7b5f859a,34063249789873893185896660035227592329673609057542335421945677953173953318189,12.3900,0.7156,8.87,0.0089,6199.44,inventory-rebalancing,filled
2026-01-04T15:18:36.788Z,1/4/2026,3:18:36 PM,paper_1767539916788_cdvj3tn9k,BUY,"Bitcoin Up or Down - January 4, 10AM ET",Down,0x8ea5e227ad1956dd63bbacfb8d44ee1f12802a479ed1d8ef9d3cd426911e9cb0,22831624436151072482123131472605168796501169678019310186620729537843710117022,12.5100,0.6599,8.26,0.0083,6191.18,inventory-rebalancing,filled
2026-01-04T15:18:37.849Z,1/4/2026,3:18:37 PM,paper_1767539917849_puyij2omz,BUY,"Ethereum Up or Down - January 4, 10AM ET",Down,0xbe78807becfc96c01f801f701c2c8791d114db61146ae058b57f6c57bdc9ef0d,77927083237166936309151264626214868439325583928105283225072748041499741481776,12.9600,0.5105,6.62,0.0066,6184.56,inventory-rebalancing,filled
2026-01-04T15:18:41.934Z,1/4/2026,3:18:41 PM,paper_1767539921934_bv4kdhbe8,BUY,"Bitcoin Up or Down - January 4, 10AM ET",Down,0x8ea5e227ad1956dd63bbacfb8d44ee1f12802a479ed1d8ef9d3cd426911e9cb0,22831624436151072482123131472605168796501169678019310186620729537843710117022,12.5000,0.6652,8.32,0.0083,6176.23,inventory-rebalancing,filled
2026-01-04T15:18:42.978Z,1/4/2026,3:18:42 PM,paper_1767539922978_6q2c7u745,BUY,"Ethereum Up or Down - January 4, 10AM ET",Down,0xbe78807becfc96c01f801f701c2c8791d114db61146ae058b57f6c57bdc9ef0d,77927083237166936309151264626214868439325583928105283225072748041499741481776,12.9600,0.5091,6.60,0.0066,6169.63,inventory-rebalancing,filled
2026-01-04T15:18:50.030Z,1/4/2026,3:18:50 PM,paper_1767539930030_bzl3r6nr6,BUY,"Ethereum Up or Down - January 4, 10:15AM-10:30AM ET",Down,0x969f515441749419f5d81ed4c9b2156f956c2808492c665eb91f5f8c7b5f859a,34063249789873893185896660035227592329673609057542335421945677953173953318189,12.3700,0.7246,8.96,0.0090,6160.66,inventory-rebalancing,filled
2026-01-04T15:18:55.120Z,1/4/2026,3:18:55 PM,paper_1767539935120_k8f9nwn7g,BUY,"Ethereum Up or Down - January 4, 10:15AM-10:30AM ET",Down,0x969f515441749419f5d81ed4c9b2156f956c2808492c665eb91f5f8c7b5f859a,34063249789873893185896660035227592329673609057542335421945677953173953318189,12.3500,0.7407,9.15,0.0091,6151.50,inventory-rebalancing,filled
2026-01-04T15:19:03.215Z,1/4/2026,3:19:03 PM,paper_1767539943214_k9ht3hrpy,BUY,"Bitcoin Up or Down - January 4, 10AM ET",Down,0x8ea5e227ad1956dd63bbacfb8d44ee1f12802a479ed1d8ef9d3cd426911e9cb0,22831624436151072482123131472605168796501169678019310186620729537843710117022,12.4800,0.6740,8.41,0.0084,6143.08,inventory-rebalancing,filled
2026-01-04T15:19:05.285Z,1/4/2026,3:19:05 PM,paper_1767539945285_u4n0x49ke,BUY,"Ethereum Up or Down - January 4, 10AM ET",Down,0xbe78807becfc96c01f801f701c2c8791d114db61146ae058b57f6c57bdc9ef0d,77927083237166936309151264626214868439325583928105283225072748041499741481776,12.8300,0.5458,7.00,0.0070,6136.07,inventory-rebalancing,filled
2026-01-04T15:19:08.327Z,1/4/2026,3:19:08 PM,paper_1767539948327_vebg77uz7,BUY,"Bitcoin Up or Down - January 4, 10AM ET",Down,0x8ea5e227ad1956dd63bbacfb8d44ee1f12802a479ed1d8ef9d3cd426911e9cb0,22831624436151072482123131472605168796501169678019310186620729537843710117022,12.5200,0.6548,8.20,0.0082,6127.86,inventory-rebalancing,filled
2026-01-04T15:19:10.362Z,1/4/2026,3:19:10 PM,paper_1767539950362_687vo0xf2,BUY,"Ethereum Up or Down - January 4, 10AM ET",Down,0xbe78807becfc96c01f801f701c2c8791d114db61146ae058b57f6c57bdc9ef0d,77927083237166936309151264626214868439325583928105283225072748041499741481776,12.8000,0.5544,7.10,0.0071,6120.76,inventory-rebalancing,filled
2026-01-04T15:19:11.400Z,1/4/2026,3:19:11 PM,paper_1767539951400_u8ynpwwx1,BUY,"Ethereum Up or Down - January 4, 10:15AM-10:30AM ET",Down,0x969f515441749419f5d81ed4c9b2156f956c2808492c665eb91f5f8c7b5f859a,34063249789873893185896660035227592329673609057542335421945677953173953318189,12.2600,0.7893,9.68,0.0097,6111.07,inventory-rebalancing,filled
2026-01-04T15:19:21.473Z,1/4/2026,3:19:21 PM,paper_1767539961473_lqwz7sq69,BUY,"Bitcoin Up or Down - January 4, 10:15AM-10:30AM ET",Down,0x97292a6545e2314a89415bee70e4c34f3b9f49e977c3020c93e491ffec7379bb,52058025641805586973560958335135463334943236404860025585692152270692113704111,12.4100,0.7064,8.77,0.0088,6102.30,inventory-rebalancing,filled
2026-01-04T15:19:24.631Z,1/4/2026,3:19:24 PM,paper_1767539964631_y1ddvmukm,BUY,"Bitcoin Up or Down - January 4, 10AM ET",Down,0x8ea5e227ad1956dd63bbacfb8d44ee1f12802a479ed1d8ef9d3cd426911e9cb0,22831624436151072482123131472605168796501169678019310186620729537843710117022,12.5700,0.6339,7.97,0.0080,6094.32,inventory-rebalancing,filled
2026-01-04T15:19:43.722Z,1/4/2026,3:19:43 PM,paper_1767539983722_15bylq9za,BUY,"Ethereum Up or Down - January 4, 10:15AM-10:30AM ET",Down,0x969f515441749419f5d81ed4c9b2156f956c2808492c665eb91f5f8c7b5f859a,34063249789873893185896660035227592329673609057542335421945677953173953318189,12.5100,0.6592,8.25,0.0082,6086.07,inventory-rebalancing,filled
2026-01-04T15:19:43.821Z,1/4/2026,3:19:43 PM,paper_1767539983821_3atq317ae,BUY,"Ethereum Up or Down - January 4, 10AM ET",Up,0xbe78807becfc96c01f801f701c2c8791d114db61146ae058b57f6c57bdc9ef0d,15959891887341172544668286220954998246672729785316275587074137249395056297832,12.8800,0.5290,6.81,0.0068,6079.25,inventory-rebalancing,filled
2026-01-04T15:19:52.884Z,1/4/2026,3:19:52 PM,paper_1767539992884_g974h691z,BUY,"Bitcoin Up or Down - January 4, 10AM ET",Down,0x8ea5e227ad1956dd63bbacfb8d44ee1f12802a479ed1d8ef9d3cd426911e9cb0,22831624436151072482123131472605168796501169678019310186620729537843710117022,12.6000,0.6249,7.87,0.0079,6071.37,inventory-rebalancing,filled
2026-01-04T15:19:53.993Z,1/4/2026,3:19:53 PM,paper_1767539993993_tp3uia6du,BUY,"Bitcoin Up or Down - January 4, 10:15AM-10:30AM ET",Down,0x97292a6545e2314a89415bee70e4c34f3b9f49e977c3020c93e491ffec7379bb,52058025641805586973560958335135463334943236404860025585692152270692113704111,12.5300,0.6489,8.13,0.0081,6063.23,inventory-rebalancing,filled
2026-01-04T15:20:16.089Z,1/4/2026,3:20:16 PM,paper_1767540016089_lu3u56pal,BUY,"Ethereum Up or Down - January 4, 10:15AM-10:30AM ET",Down,0x969f515441749419f5d81ed4c9b2156f956c2808492c665eb91f5f8c7b5f859a,34063249789873893185896660035227592329673609057542335421945677953173953318189,12.2700,0.7842,9.62,0.0096,6053.60,inventory-rebalancing,filled
2026-01-04T15:20:16.163Z,1/4/2026,3:20:16 PM,paper_1767540016163_7z6wx572u,BUY,"Ethereum Up or Down - January 4, 10AM ET",Down,0xbe78807becfc96c01f801f701c2c8791d114db61146ae058b57f6c57bdc9ef0d,77927083237166936309151264626214868439325583928105283225072748041499741481776,12.8300,0.5448,6.99,0.0070,6046.60,inventory-rebalancing,filled
2026-01-04T15:20:22.214Z,1/4/2026,3:20:22 PM,paper_1767540022214_yp59ubydu,BUY,"Bitcoin Up or Down - January 4, 10AM ET",Down,0x8ea5e227ad1956dd63bbacfb8d44ee1f12802a479ed1d8ef9d3cd426911e9cb0,22831624436151072482123131472605168796501169678019310186620729537843710117022,12.6000,0.6251,7.88,0.0079,6038.72,inventory-rebalancing,filled
2026-01-04T15:20:23.300Z,1/4/2026,3:20:23 PM,paper_1767540023300_x1q5rxh47,BUY,"Bitcoin Up or Down - January 4, 10:15AM-10:30AM ET",Down,0x97292a6545e2314a89415bee70e4c34f3b9f49e977c3020c93e491ffec7379bb,52058025641805586973560958335135463334943236404860025585692152270692113704111,12.4500,0.6841,8.52,0.0085,6030.19,inventory-rebalancing,filled
2026-01-04T15:20:27.337Z,1/4/2026,3:20:27 PM,paper_1767540027337_7jvxtf45t,BUY,"Bitcoin Up or Down - January 4, 10AM ET",Down,0x8ea5e227ad1956dd63bbacfb8d44ee1f12802a479ed1d8ef9d3cd426911e9cb0,22831624436151072482123131472605168796501169678019310186620729537843710117022,12.6800,0.5944,7.54,0.0075,6022.65,inventory-rebalancing,filled
